,Unnamed: 0,carat,cut,color,clarity,depth,table,price,volumen
608,608,0.71,4,4,3,62.1,55.0,2839,118.015632
609,609,0.71,3,4,3,59.1,61.0,2839,116.720576
610,610,0.71,3,4,3,59.0,60.0,2839,115.78308000000001
611,611,0.71,3,4,3,60.5,58.0,2839,114.12830000000001
612,612,0.7,4,4,3,62.4,53.0,2839,116.80433099999999
613,613,0.73,4,6,5,61.8,54.0,2839,121.18404
614,614,0.7,4,5,5,62.1,54.0,2839,115.215672
615,615,0.7,4,6,3,61.3,57.0,2839,115.04165399999998
616,616,0.71,3,6,2,60.3,58.0,2839,117.7386
617,617,0.71,3,4,3,59.2,58.0,2839,118.205364
618,618,0.79,3,6,5,59.3,62.0,2839,131.39723099999998
619,619,0.71,3,4,3,62.7,59.0,2839,113.7207
622,622,0.7,4,4,6,61.0,56.0,2840,117.39200000000001
623,623,0.71,3,4,5,59.3,56.0,2840,118.74895200000002
624,624,0.92,4,2,4,61.9,56.0,2840,150.05363999999997
625,625,0.83,3,4,4,61.4,59.0,2840,136.610304
626,626,0.7,3,3,1,59.2,60.0,2840,117.05367000000001
627,627,0.73,3,4,5,60.3,59.0,2841,122.94715000000001
630,630,0.82,4,4,4,61.7,53.0,2841,137.3328
631,631,0.82,4,4,4,62.3,56.0,2841,133.82941599999998
633,633,0.52,4,4,1,61.2,56.0,2841,85.98688200000001
634,634,1.0,3,4,7,58.9,60.0,2841,167.3001
635,635,0.95,0,6,6,66.7,56.0,2841,150.807888
636,636,0.73,4,2,6,61.4,57.0,2841,118.5984
637,637,0.73,3,4,5,59.9,59.0,2841,118.54465
638,638,0.73,3,6,3,61.4,58.0,2841,119.549784
639,639,0.8,4,1,3,62.6,54.0,2842,131.25350400000002
640,640,0.7,3,4,5,58.7,61.0,2842,112.13487999999998
646,646,0.73,4,6,2,61.3,57.0,2843,121.13152799999999
648,648,0.72,4,5,5,62.0,57.0,2843,116.35266999999999
649,649,0.81,4,4,4,62.1,57.0,2843,129.40536000000003
650,650,0.71,4,6,2,60.7,57.0,2843,118.207936
653,653,1.01,4,1,7,61.5,57.0,2844,165.41799
654,654,1.01,1,1,7,63.1,57.0,2844,163.11752999999996
655,655,0.79,4,3,5,62.5,57.0,2844,129.67131
658,658,0.8,1,3,5,63.4,60.0,2845,128.170368
659,659,1.27,3,3,4,59.3,61.0,2845,210.8232
660,660,0.79,4,2,6,61.5,56.0,2846,128.56614
662,662,0.73,4,3,2,61.6,56.0,2846,121.052688
663,663,1.01,0,3,4,65.4,59.0,2846,162.09018
664,664,1.01,1,3,7,64.2,61.0,2846,154.11375
665,665,0.73,4,5,6,59.1,59.0,2846,123.63624
666,666,0.7,4,5,6,61.6,57.0,2846,116.10028799999999
667,667,0.7,1,4,5,59.1,61.0,2846,115.379712
668,668,0.77,3,5,6,62.9,59.0,2846,123.757776
669,669,0.77,3,6,5,61.3,60.0,2846,123.27018899999999
670,670,0.77,3,6,3,61.4,58.0,2846,127.00135800000001
672,672,0.72,4,5,6,60.3,57.0,2847,120.05136
673,673,0.76,3,2,6,61.1,59.0,2847,125.874924
675,675,0.54,4,2,2,61.5,55.0,2848,89.98290000000001
676,676,0.75,0,2,4,64.6,57.0,2848,121.48136
677,677,0.79,1,5,6,64.1,54.0,2849,128.334
680,680,0.7,4,4,5,60.8,59.0,2850,114.97839900000002
681,681,0.75,4,0,6,61.5,56.0,2850,123.19955999999999
684,684,0.66,4,2,3,62.1,56.0,2851,106.45941
686,686,0.86,3,3,6,62.7,59.0,2851,136.169384
687,687,0.74,4,4,6,61.0,57.0,2851,120.99905999999999
689,689,0.78,4,1,3,61.5,57.0,2852,126.35884799999998
690,690,0.74,4,6,6,61.3,55.0,2852,123.06878999999999
691,691,0.73,4,5,6,62.7,55.0,2852,118.8108
693,693,0.71,3,4,5,62.6,58.0,2853,115.05564000000001
694,694,0.71,1,6,3,63.5,55.0,2853,114.601416
695,695,0.79,4,2,4,62.8,57.0,2853,127.36035
696,696,0.79,3,2,4,60.0,60.0,2853,132.865623
697,697,0.71,3,5,6,62.7,58.0,2853,115.781526
698,698,0.82,3,1,3,61.9,58.0,2853,132.31311000000002
701,701,1.12,3,3,7,59.1,61.0,2854,183.06
702,702,0.73,3,5,5,62.0,57.0,2854,121.51295999999999
703,703,0.91,0,0,5,64.4,62.0,2854,142.147602
704,704,0.91,0,0,5,65.4,60.0,2854,142.78560000000002
705,705,0.91,1,0,5,64.2,58.0,2854,146.101536
706,706,0.91,0,3,6,65.8,58.0,2854,143.74958399999997
707,707,0.7,3,5,3,58.4,59.0,2854,118.181679
708,708,0.68,3,4,2,61.7,57.0,2854,111.60601199999999
710,710,1.03,1,0,6,63.6,57.0,2855,161.72470600000003
711,711,0.74,3,2,5,62.4,57.0,2855,119.8512
712,712,0.98,0,5,4,53.3,67.0,2855,165.94014800000002
713,713,1.02,0,1,6,53.0,63.0,2856,169.482888
714,714,1.0,0,6,4,67.8,61.0,2856,141.35927999999998
715,715,1.02,4,3,4,61.6,55.0,2856,166.088186
716,716,0.6,4,4,2,60.8,57.0,2856,99.15379200000001
717,717,0.8,4,6,4,61.6,56.0,2856,132.396093
718,718,0.97,4,4,7,60.7,56.0,2856,160.74356999999998
719,719,1.0,0,1,6,67.9,62.0,2856,154.90165500000003
720,720,0.26,4,5,3,62.3,57.0,556,41.80572
721,721,0.26,4,5,3,62.1,56.0,556,42.969539999999995
722,722,0.36,4,3,6,61.9,55.0,556,59.36292900000001
723,723,0.34,1,6,5,57.5,61.0,556,57.019760000000005
724,724,0.34,1,5,6,63.3,57.0,556,55.967976
726,726,0.34,1,5,6,63.4,55.0,556,55.84276800000001
729,729,0.32,1,5,5,64.1,54.0,556,52.914582
730,730,0.31,4,1,1,61.6,55.0,557,51.91452000000001
731,731,0.31,4,1,1,61.3,56.0,557,51.179424000000004
732,732,0.31,4,1,1,62.3,54.0,557,52.49244
733,733,0.31,4,1,1,62.0,54.0,557,52.300160000000005
734,734,0.31,4,1,1,62.7,53.0,557,51.23256
735,735,0.31,4,1,1,62.2,53.0,557,51.94329600000001
736,736,0.31,4,6,5,62.2,53.6,557,50.7384
737,737,0.31,4,3,3,61.6,54.8,557,51.135555
738,738,0.31,4,3,3,61.8,54.2,557,50.900449
739,739,0.33,3,6,4,59.4,59.0,557,54.511199999999995
740,740,0.33,3,4,4,62.3,58.0,557,53.603
741,741,0.33,3,6,4,62.6,58.0,557,53.67648
742,742,0.33,4,6,4,61.9,56.0,557,53.77113000000001
743,743,0.33,3,4,4,63.0,58.0,557,54.065439999999995
744,744,0.33,3,0,3,62.8,58.0,557,53.31160799999999
746,746,0.33,4,0,3,62.1,55.0,557,53.8461
747,747,0.33,4,1,6,63.0,57.0,557,52.948668
748,748,0.33,1,1,6,63.6,53.0,557,54.77252
750,750,1.0,0,3,4,66.1,56.0,2856,149.77774799999997
751,751,0.77,3,4,6,60.8,59.0,2856,124.19449600000002
752,752,0.77,3,4,6,61.0,58.0,2856,126.51606000000002
753,753,0.7,1,5,2,60.1,63.0,2857,110.920176
755,755,0.72,4,5,6,62.3,57.0,2857,117.21024
756,756,0.9,3,1,5,61.9,59.0,2857,145.41976
757,757,0.72,3,5,6,62.1,58.0,2857,117.82713600000001
758,758,0.7,4,6,2,62.1,56.0,2858,113.158496
761,761,0.71,3,5,5,61.0,60.0,2858,114.38265600000001
762,762,0.7,3,5,5,61.4,59.0,2858,114.64010999999999
763,763,0.71,3,5,5,61.5,60.0,2858,115.163136
765,765,0.92,3,0,6,62.9,58.0,2858,149.91443999999998
766,766,0.76,4,5,6,62.7,54.0,2858,125.809068
767,767,0.73,4,2,6,61.5,56.0,2858,121.26176
769,769,0.7,1,5,2,63.6,62.0,2858,111.441528
770,770,0.9,0,6,4,64.5,56.0,2858,141.4404
771,771,0.71,0,2,5,56.9,65.0,2858,114.88798399999999
772,772,0.7,4,2,5,61.0,57.0,2859,116.04902399999997
773,773,0.7,3,2,5,62.4,56.0,2859,114.93195999999999
774,774,0.77,3,4,3,60.9,60.0,2859,124.755372
775,775,0.71,4,6,3,61.5,56.0,2859,117.447288
776,776,0.7,3,2,5,59.6,61.0,2859,115.45769999999999
777,777,0.75,0,4,3,55.8,70.0,2859,122.729334
778,778,0.83,3,5,4,59.2,60.0,2859,137.447856
781,781,0.6,4,5,2,61.9,54.9,2860,98.59184
782,782,0.71,3,2,3,62.9,57.0,2860,112.20384
783,783,0.53,4,4,1,61.4,57.0,2860,87.02720000000001
784,784,0.71,3,2,6,60.7,58.0,2861,122.43196000000002
785,785,0.62,4,6,2,61.6,56.0,2861,100.64842000000002
786,786,0.62,4,6,2,61.6,56.0,2861,102.058424
787,787,0.9,3,1,6,63.0,58.0,2861,139.44942899999998
789,789,0.82,3,5,4,61.7,59.0,2861,132.97726
790,790,0.66,3,2,3,61.0,58.0,2861,108.325917
796,796,0.7,4,3,5,61.1,57.0,2862,114.7139
798,798,0.79,3,3,3,60.0,60.0,2862,132.34785200000002
799,799,0.7,3,5,5,59.5,59.0,2862,115.85583000000001
800,800,1.22,3,5,7,60.9,57.0,2862,200.72606399999998
801,801,1.01,0,5,4,67.6,57.0,2862,158.602158
802,802,0.73,3,5,5,62.5,61.0,2862,117.03112799999998
803,803,0.91,1,1,5,64.3,58.0,2863,143.69355
804,804,0.71,4,2,6,60.8,56.0,2863,117.80031999999999
805,805,0.83,3,6,6,62.3,58.0,2863,133.831281
807,807,0.71,3,2,6,61.0,61.0,2863,118.13145
808,808,0.71,3,2,6,59.7,59.0,2863,117.13332000000001
809,809,0.71,3,2,6,61.7,56.0,2863,116.62175999999998
811,811,0.71,3,2,6,61.4,58.0,2863,117.85544999999999
812,812,0.71,3,2,6,60.6,58.0,2863,116.92904999999999
813,813,0.91,3,0,6,59.5,62.0,2863,147.92448000000002
814,814,0.9,3,0,5,59.8,62.0,2863,144.151488
815,815,0.71,3,3,2,61.5,62.0,2863,114.437232
816,816,0.71,3,5,6,59.1,61.0,2863,116.51968
817,817,0.72,4,4,5,59.5,57.0,2863,121.21410000000002
818,818,0.72,3,5,6,60.9,60.0,2863,116.45197199999998
819,819,0.71,4,5,5,61.0,55.0,2863,117.18959999999998
820,820,0.81,4,5,4,60.3,57.0,2864,133.81922
822,822,0.73,3,2,6,60.8,55.0,2865,121.071685
825,825,0.71,4,5,3,62.2,55.0,2866,116.47608000000001
826,826,0.7,4,3,1,62.3,58.0,2866,114.20748
827,827,0.96,3,1,6,61.3,58.0,2866,156.59973
829,829,0.7,4,2,5,62.4,57.0,2867,112.164096
830,830,0.71,4,3,1,60.4,57.0,2867,117.53630000000001
831,831,0.8,3,3,5,61.2,53.0,2867,133.13872
832,832,0.95,3,4,4,58.4,57.0,2867,156.835393
833,833,0.82,4,4,4,62.3,56.0,2867,132.58266
834,834,0.52,4,4,1,61.2,56.0,2867,85.98688200000001
835,835,0.82,4,4,4,61.7,53.0,2867,137.3328
836,836,0.82,4,4,4,62.3,56.0,2867,133.82941599999998
837,837,0.82,3,4,4,59.7,57.0,2867,137.531088
838,838,0.8,4,6,6,61.3,57.0,2867,128.21390399999999
839,839,0.96,0,4,4,68.2,61.0,2867,146.33556
840,840,0.72,4,1,3,62.4,55.0,2868,117.7462
841,841,0.62,4,6,0,60.5,57.0,2868,102.81551999999999
842,842,0.79,3,5,4,61.0,58.0,2868,127.29368000000001
844,844,1.08,3,2,7,61.9,60.0,2869,171.04932000000002
845,845,0.72,4,5,6,60.8,55.0,2869,118.94970399999998
846,846,0.62,4,6,0,61.8,56.0,2869,100.096077
847,847,0.73,4,6,2,61.3,57.0,2869,121.13152799999999
848,848,0.72,4,3,2,60.9,57.0,2869,117.59721599999999
849,849,0.52,3,4,2,61.8,60.0,2870,84.17714400000001
850,850,0.83,4,5,4,62.2,57.0,2870,136.125
853,853,0.74,4,3,6,62.1,56.0,2870,121.10076
854,854,0.72,4,4,6,61.5,56.0,2870,117.24055200000001
855,855,0.82,4,3,5,59.5,57.0,2870,135.293004
856,856,0.73,3,5,3,61.3,59.0,2870,119.21539
857,857,1.04,3,1,7,61.6,61.0,2870,166.09136999999998
859,859,0.73,1,5,6,63.6,57.0,2871,118.35252
860,860,0.9,3,0,6,62.8,59.0,2871,141.202098
861,861,0.75,4,1,6,61.8,55.0,2871,123.12085499999999
862,862,0.79,4,6,6,62.6,55.0,2871,130.460295
863,863,0.7,1,2,6,62.5,56.7,2872,110.269458
865,865,1.02,4,1,7,61.7,56.0,2872,166.76444400000003
867,867,0.7,4,2,6,61.8,56.0,2872,113.232249
868,868,0.7,1,5,6,61.4,64.0,2872,112.79191400000002
869,869,0.7,4,2,6,61.4,54.0,2872,115.5704
870,870,0.7,4,2,6,60.7,56.0,2872,114.4572
873,873,0.74,4,5,6,62.3,58.0,2872,119.10614799999999
874,874,0.84,1,6,6,65.1,55.0,2872,135.499896
877,877,0.76,4,5,4,62.8,56.0,2873,122.44814400000001
878,878,1.0,4,1,4,61.7,56.0,2873,164.13766500000003
879,879,1.0,0,3,6,65.5,62.0,2873,149.0792
880,880,0.9,0,1,6,65.7,58.0,2873,142.911
881,881,0.9,3,0,6,61.8,58.0,2873,143.49104
882,882,0.9,1,0,6,64.0,61.0,2873,136.9608
883,883,0.9,0,1,6,65.3,61.0,2873,138.17746800000003
884,884,0.9,0,1,6,65.8,56.0,2873,141.129224
885,885,0.9,3,0,6,60.9,61.0,2873,147.96135999999998
886,886,0.78,3,4,5,62.6,58.0,2874,126.234054
887,887,0.71,3,2,5,61.2,59.0,2874,114.31210000000002
888,888,0.7,3,4,3,59.0,59.0,2874,113.922303
889,889,0.7,3,4,3,60.8,62.0,2874,112.01992200000001
891,891,0.7,4,4,3,61.0,55.0,2874,116.04797099999999
892,892,0.7,4,4,3,61.6,55.0,2874,115.898725
893,893,0.7,4,4,3,62.4,56.0,2874,113.80569000000003
894,894,0.7,3,6,2,62.9,59.0,2874,113.12003999999999
895,895,1.0,0,3,4,67.7,60.0,2875,149.439602
896,896,0.77,4,3,6,62.4,56.0,2875,126.10896000000001
897,897,1.0,0,0,3,65.5,55.0,2875,161.83125
898,898,1.0,0,1,6,66.3,61.0,2875,147.01622400000002
899,899,1.0,0,3,4,69.5,55.0,2875,160.33362
900,900,0.73,3,5,3,62.6,60.0,2876,116.9228
903,903,0.71,4,5,3,62.4,56.0,2877,117.00675
904,904,0.74,4,6,5,62.3,55.0,2877,122.40668000000001
905,905,0.7,1,3,1,62.7,56.0,2877,111.88687999999999
906,906,0.7,1,4,3,59.1,62.0,2877,117.32188800000002
910,910,0.71,4,1,5,61.5,55.0,2878,118.18943999999999
911,911,0.79,4,4,6,62.8,56.0,2878,128.3604
913,913,0.63,3,5,0,60.3,62.0,2879,102.50961
915,915,0.71,3,4,3,62.7,58.0,2879,115.581249
916,916,0.84,4,6,4,61.0,56.0,2879,139.47589
917,917,0.84,4,6,4,62.3,55.0,2879,138.217248
920,920,0.72,4,4,3,62.0,56.0,2879,117.49708800000002
923,923,0.7,4,3,1,62.0,55.0,2881,116.35266999999999
925,925,1.05,3,3,7,62.0,59.0,2881,169.06109999999998
927,927,0.54,4,4,1,61.8,56.0,2882,89.131752
928,928,0.73,3,4,5,59.9,58.0,2882,120.32560799999999
929,929,0.88,0,4,6,56.6,65.0,2882,145.38528
930,930,0.73,3,4,5,58.7,57.0,2882,123.344976
931,931,0.72,4,2,6,61.8,56.0,2883,119.26477499999999
932,932,0.9,1,3,4,62.7,64.0,2883,138.4866
933,933,0.9,0,3,4,65.0,61.0,2883,139.338244
934,934,1.03,0,1,4,65.3,55.0,2884,162.864504
937,937,0.77,4,2,4,61.5,55.0,2885,127.35268
938,938,0.8,0,5,6,56.3,63.0,2885,132.90398399999998
939,939,0.9,0,2,4,66.9,57.0,2885,141.71682
940,940,0.73,4,5,6,61.4,56.0,2886,119.758044
941,941,0.72,4,5,6,62.7,55.0,2886,113.92518
943,943,0.7,3,5,3,62.6,59.0,2887,114.32917
948,948,0.9,1,3,4,63.5,58.0,2889,145.08328799999998
950,950,0.5,4,5,2,62.2,54.0,2889,82.450432
951,951,0.5,4,5,2,62.2,54.0,2889,82.451383
952,952,0.74,4,4,6,61.2,56.0,2889,122.51511799999999
954,954,0.77,3,5,6,59.8,61.0,2889,127.236585
955,955,0.8,4,4,6,61.5,54.0,2890,135.1182
956,956,0.8,4,4,6,62.4,57.0,2890,127.10311
957,957,0.8,3,4,6,61.5,60.0,2890,129.79018800000003
958,958,0.8,1,4,6,63.8,59.0,2890,127.648433
959,959,0.66,4,6,1,61.5,56.0,2890,107.685072
961,961,0.71,4,4,5,61.2,56.0,2891,116.378592
962,962,0.71,4,5,5,61.6,56.0,2891,117.04089599999999
963,963,0.71,4,5,5,62.7,56.0,2891,117.86867500000001
964,964,0.72,4,2,6,61.1,56.0,2891,118.87957200000001
966,966,0.86,4,3,4,61.8,55.0,2892,142.41607199999999
967,967,1.19,0,3,7,65.1,59.0,2892,186.01869
970,970,0.71,4,6,2,61.5,57.0,2893,116.30467500000002
971,971,0.75,4,4,5,62.5,57.0,2893,122.321562
973,973,0.8,4,6,4,62.5,55.0,2893,128.665872
974,974,0.82,1,6,4,59.9,62.0,2893,131.262488
976,976,0.82,3,6,6,59.9,59.0,2893,134.335656
978,978,0.81,4,6,4,62.2,57.0,2894,133.0272
979,979,0.76,4,4,6,61.4,56.0,2894,126.010752
982,982,0.7,4,6,2,62.1,53.0,2895,116.88370000000002
986,986,0.53,4,4,1,61.6,56.0,2896,87.129672
987,987,0.79,4,2,6,61.5,56.0,2896,128.56614
988,988,0.73,4,5,4,61.5,55.0,2896,122.437668
989,989,0.77,4,2,4,62.1,56.0,2896,124.99286799999999
990,990,0.77,3,5,6,60.9,58.0,2896,125.73792
992,992,1.01,4,1,7,61.5,57.0,2896,165.41799
994,994,0.76,3,5,6,61.1,58.0,2897,124.11886499999999
995,995,0.54,4,2,2,61.4,52.0,2897,92.26451999999999
996,996,0.72,4,5,6,62.5,55.0,2897,116.598342
997,997,0.72,1,4,3,59.4,61.0,2897,119.293704
998,998,0.74,3,2,5,61.8,58.0,2897,120.01484599999999
999,999,1.12,3,0,4,60.6,59.0,2898,177.943844
1000,1000,0.75,4,2,6,62.3,55.0,2898,122.40668000000001
1001,1001,0.77,4,2,6,62.6,57.0,2898,126.23038399999999
1002,1002,0.98,1,3,4,57.9,56.0,2898,158.37007199999996
1003,1003,0.79,4,6,6,61.1,57.0,2898,129.079496
1004,1004,0.79,4,6,6,62.3,57.0,2898,126.32490000000001
1005,1005,0.79,4,6,6,62.3,57.0,2898,126.32490000000001
1006,1006,0.79,4,6,6,62.3,57.0,2898,126.32490000000001
1007,1007,0.79,4,6,6,62.3,57.0,2898,126.32490000000001
1008,1008,0.79,4,6,6,62.3,57.0,2898,126.32490000000001
1009,1009,0.7,1,6,1,59.9,61.0,2899,115.58995
1011,1011,0.72,3,2,3,62.7,58.0,2900,113.9266
1012,1012,0.8,3,4,6,62.7,58.0,2901,130.021773
1013,1013,0.81,4,5,4,63.0,56.0,2901,130.94165
1014,1014,0.81,3,5,4,62.5,59.0,2901,130.67732999999998
1015,1015,0.74,4,5,5,61.9,57.0,2901,120.558662
1016,1016,0.73,3,5,5,62.0,60.0,2902,117.49708800000002
1017,1017,0.73,4,5,5,61.4,55.0,2902,120.50891999999999
1018,1018,0.75,4,6,6,61.6,55.0,2902,122.77872000000002
1020,1020,0.71,3,5,5,59.6,60.0,2902,117.73710000000001
1021,1021,0.75,3,2,6,62.8,60.0,2903,120.101464
1022,1022,0.75,4,2,6,62.3,57.0,2903,122.40668000000001
1024,1024,0.72,3,2,6,61.4,59.0,2903,116.70497699999999
1025,1025,0.72,3,5,5,61.1,59.0,2903,117.7255
1029,1029,0.62,4,5,2,62.0,56.0,2904,103.15113600000001
1035,1035,0.53,4,2,1,62.5,54.0,2905,87.10286400000001
1037,1037,0.95,1,1,4,63.8,57.0,2905,150.468206
1038,1038,0.91,3,0,6,62.8,59.0,2905,147.085542
1040,1040,0.8,4,1,3,62.2,58.0,2906,129.97656
1041,1041,0.74,1,5,6,62.8,61.0,2906,119.35526399999998
1042,1042,0.61,4,5,2,62.4,53.9,2907,99.475428
1043,1043,0.61,4,5,2,62.4,53.6,2907,100.13721000000001
1044,1044,0.61,4,5,2,62.1,54.2,2907,100.02602999999999
1045,1045,0.72,4,3,1,62.8,57.0,2907,116.31276799999999
1046,1046,0.7,4,4,5,62.3,53.0,2907,116.06917200000001
1047,1047,0.71,4,4,3,61.9,56.0,2907,115.82172000000001
1049,1049,0.72,4,5,6,62.6,56.0,2907,116.92638000000001
1050,1050,0.33,4,6,4,62.9,55.0,557,54.87539400000001
1051,1051,0.39,4,3,4,61.5,57.0,558,63.07776
1052,1052,0.32,4,2,6,61.3,55.0,558,53.49859200000001
1053,1053,0.25,3,4,3,61.2,59.0,558,40.21407
1054,1054,0.25,1,4,3,63.6,57.0,558,41.473023999999995
1055,1055,0.25,3,5,3,60.7,59.0,558,42.43575
1056,1056,0.25,3,5,3,61.5,60.0,558,40.277184
1057,1057,0.31,3,1,5,60.8,58.0,558,50.259370000000004
1058,1058,0.31,3,1,5,59.8,60.0,558,50.915748
1060,1060,0.31,3,1,5,62.3,57.0,558,50.7384
1061,1061,0.31,3,3,6,58.7,60.0,558,51.68348099999999
1062,1062,0.31,3,3,6,62.7,58.0,558,50.69163399999999
1063,1063,0.31,4,5,4,61.7,56.0,558,51.678000000000004
1064,1064,0.31,4,5,4,60.1,57.0,558,52.083864000000005
1065,1065,0.31,4,5,4,61.3,55.0,558,50.638686
1066,1066,0.31,3,1,5,60.8,60.0,558,51.572117999999996
1067,1067,0.31,4,1,5,59.9,57.0,558,50.68536
1068,1068,0.31,3,1,5,59.9,60.0,558,51.88806
1069,1069,0.31,3,1,5,61.1,58.0,558,50.988456000000006
1070,1070,0.31,3,1,5,60.7,61.0,558,49.309343999999996
1072,1072,0.31,3,1,5,62.3,60.0,558,50.085648
1073,1073,0.31,3,3,6,61.7,59.0,558,51.67908
1074,1074,0.31,3,3,6,61.0,61.0,558,50.563142
1075,1075,0.31,1,3,6,63.6,57.0,558,50.359764
1076,1076,0.31,3,3,6,62.4,57.0,558,50.62094999999999
1077,1077,0.31,3,3,6,62.8,58.0,558,49.921920000000014
1078,1078,0.31,4,3,6,62.9,56.0,558,49.689989999999995
1079,1079,0.31,3,5,4,60.9,60.0,558,50.68098
1081,1081,0.73,4,1,3,61.5,55.0,2908,121.26176
1082,1082,0.7,3,2,5,61.0,60.0,2909,114.38475
1083,1083,0.7,3,2,5,60.9,57.0,2909,112.739953
1084,1084,0.71,4,3,3,61.2,56.0,2909,118.46822399999998
1085,1085,0.71,4,3,3,61.9,56.0,2909,115.82172000000001
1086,1086,0.9,4,1,4,61.9,57.0,2909,144.569307
1088,1088,1.05,3,1,4,58.3,57.0,2911,174.80736
1089,1089,0.59,4,5,2,61.1,57.0,2911,96.22766999999999
1090,1090,0.71,4,6,5,60.6,56.0,2911,116.928
1091,1091,0.77,1,4,5,60.3,61.0,2911,125.32270799999999
1092,1092,0.73,1,5,5,64.2,54.0,2912,118.91193599999998
1093,1093,0.7,1,5,5,58.7,63.0,2912,109.22239500000002
1095,1095,0.8,3,5,6,61.2,60.0,2912,129.653475
1096,1096,1.0,0,3,4,65.2,54.0,2912,159.87888
1098,1098,1.0,0,3,4,67.0,55.0,2912,159.12
1100,1100,0.71,3,2,6,61.4,58.0,2913,117.85544999999999
1101,1101,0.71,3,6,4,60.8,59.0,2913,113.85864000000001
1102,1102,0.71,3,2,6,60.6,58.0,2913,116.92904999999999
1104,1104,0.71,4,2,6,61.7,57.0,2913,115.69574999999999
1105,1105,0.71,3,2,6,59.7,59.0,2913,117.13332000000001
1106,1106,0.91,3,1,4,62.0,59.0,2913,148.23039000000003
1107,1107,0.83,3,5,6,62.2,59.0,2913,135.08319
1108,1108,0.85,4,6,4,62.0,57.0,2913,138.07471999999996
1110,1110,0.73,4,5,6,61.4,58.0,2914,118.5984
1114,1114,0.71,4,4,5,62.2,56.0,2915,116.68042399999999
1116,1116,0.93,4,1,6,62.0,57.0,2917,150.686964
1117,1117,0.74,3,4,3,62.5,60.0,2917,119.43792
1118,1118,0.7,4,5,5,62.5,58.0,2917,112.685013
1119,1119,0.71,4,4,5,61.2,56.0,2917,116.378592
1122,1122,0.71,4,3,1,62.1,54.0,2918,116.88192000000001
1127,1127,0.73,3,6,2,62.2,56.0,2919,119.52007499999998
1128,1128,0.7,1,4,3,63.8,58.0,2919,111.754566
1129,1129,0.73,4,3,3,61.9,55.0,2919,119.39443200000001
1130,1130,0.73,4,6,2,61.9,55.0,2919,120.76436899999999
1131,1131,0.71,3,5,3,59.7,57.0,2920,118.07152800000001
1132,1132,0.72,4,4,6,61.0,55.0,2920,120.03615
1133,1133,0.71,3,4,3,59.1,59.0,2920,118.610184
1134,1134,0.71,4,4,3,62.6,55.0,2920,115.25749200000001
1139,1139,0.65,4,4,2,61.3,56.0,2921,107.37203400000001
1140,1140,0.9,0,1,5,64.1,66.0,2921,139.05892
1144,1144,0.53,4,4,1,61.6,56.0,2922,87.129672
1145,1145,0.77,4,2,4,60.6,56.0,2922,126.02695000000001
1151,1151,0.87,4,3,6,62.5,57.0,2923,141.533118
1152,1152,0.71,4,5,3,62.4,54.0,2923,117.00817799999999
1153,1153,0.77,4,2,4,60.2,56.0,2923,130.751504
1154,1154,0.78,4,4,6,61.1,56.0,2923,129.29716800000003
1155,1155,0.75,1,5,6,58.3,60.0,2923,123.82048800000001
1156,1156,0.9,3,1,5,58.7,60.0,2923,147.5486
1157,1157,0.7,4,1,3,61.5,56.0,2924,115.5704
1161,1161,0.71,4,1,0,61.5,56.0,2925,117.244092
1162,1162,1.02,4,1,7,61.7,56.0,2925,166.76444400000003
1163,1163,1.2,3,1,7,60.5,58.0,2925,193.96314
1164,1164,0.81,1,2,4,63.6,55.0,2926,129.52592400000003
1165,1165,0.81,3,4,6,61.2,56.0,2926,133.1424
1166,1166,0.81,3,4,6,61.3,60.0,2926,130.44240000000002
1168,1168,0.8,4,1,6,59.4,58.0,2927,133.44834300000002
1169,1169,0.9,3,3,4,59.5,60.0,2927,149.073
1174,1174,0.7,4,6,5,61.8,57.0,2929,114.163456
1175,1175,0.7,4,5,6,60.1,57.0,2929,117.60392600000002
1177,1177,0.7,3,5,3,60.3,58.0,2930,112.87710000000001
1178,1178,0.7,4,5,3,62.3,54.0,2930,115.13502
1179,1179,0.71,4,4,5,62.3,57.0,2930,116.271736
1180,1180,0.71,4,6,3,62.7,57.0,2930,116.72124600000001
1181,1181,0.71,4,6,3,62.6,57.0,2930,115.05564000000001
1183,1183,0.9,0,5,4,65.0,58.0,2930,144.689408
1184,1184,0.71,4,6,1,61.7,57.0,2930,115.69574999999999
1187,1187,0.72,4,4,5,61.8,59.0,2931,116.02491599999999
1188,1188,0.7,3,6,1,62.0,61.0,2932,112.63660200000001
1189,1189,0.7,3,4,2,61.0,57.0,2932,116.24418
1193,1193,0.73,3,4,5,59.9,58.0,2933,120.32560799999999
1194,1194,0.75,4,4,5,62.3,57.0,2933,124.141108
1195,1195,0.75,1,2,4,57.6,56.0,2933,125.95614200000003
1196,1196,0.9,1,3,4,62.7,64.0,2934,138.4866
1197,1197,0.71,4,2,4,62.0,54.0,2934,118.23768599999998
1198,1198,0.91,3,3,6,60.2,52.0,2935,144.21627
1199,1199,1.17,0,1,7,65.4,62.0,2935,190.033308
1200,1200,0.8,3,3,3,62.0,60.0,2935,126.62288000000001
1203,1203,0.74,4,4,5,60.5,59.0,2936,120.18449799999999
1204,1204,0.7,4,2,4,62.6,54.0,2936,116.19207599999999
1205,1205,0.82,4,5,4,62.1,56.0,2937,133.696056
